ID,effect,group,term,estimate,std.error,statistic,df,p.value,Outcome_Variable,Avg_R_squared,Avg_RMSE,BIC,p.value.adjusted
29,fixed,,new_injury_severity2,-0.074345394,0.037564277,-1.97915145,784.2312306,0.048148322,Right Ventral DC,0.557725141,0.281064833,-3049.758067,0.115212056
30,fixed,,new_injury_severity2,-0.097220365,0.039166316,-2.4822443,785.4253729,0.013263721,Left Ventral DC,0.561450419,0.292595775,-2745.934886,0.038428942
31,fixed,,new_injury_severity2,-0.010575631,0.003114741,-3.395348339,801.2179319,0.000719,Optic Chiasm,0.052863502,0.023574204,-20316.63743,0.002646185
32,fixed,,new_injury_severity2,-0.00199673,0.028083333,-0.071100177,908.1771338,0.943333681,Cerebellar Vermal Lobules I-V,0.280841157,0.221300793,-2633.885818,0.968015673
33,fixed,,new_injury_severity2,0.011408074,0.012564688,0.907947285,961.1781569,0.364133654,Cerebellar Vermal Lobules VI-VII,0.178628821,0.101338563,-7692.606422,0.543664731
34,fixed,,new_injury_severity2,0.038304621,0.028227216,1.357010237,1029.368106,0.175075438,Cerebellar Vermal Lobules VIII-X,0.161086874,0.233277584,-1404.688635,0.325082338
35,fixed,,new_injury_severity2,0.002586715,0.002058684,1.256489345,888.5423071,0.209268837,Left Basal Forebrain,0.016868024,0.016106777,-21373.28199,0.368974002
36,fixed,,new_injury_severity2,-0.000773,0.00257193,-0.300488569,844.6663788,0.763878456,Right Basal Forebrain,0.014173273,0.019649509,-20365.8841,0.862514668
37,fixed,,new_injury_severity2,-0.006184544,0.01184527,-0.522110862,733.5912528,0.601750757,Right ACgG anterior cingulate gyrus,0.211406601,0.086845254,-13995.79849,0.752467784
38,fixed,,new_injury_severity2,-0.010073662,0.01658426,-0.607423078,722.0200128,0.543761158,Left ACgG anterior cingulate gyrus,0.355229339,0.121611488,-11535.83897,0.706845547
39,fixed,,new_injury_severity2,-0.000275,0.009302127,-0.029596752,771.1834616,0.976396313,Right AIns anterior insula,0.282877591,0.068650093,-13689.07559,0.98708579
40,fixed,,new_injury_severity2,-0.011263085,0.008308424,-1.355622355,760.2087243,0.175621939,Left AIns anterior insula,0.293640523,0.061737954,-14580.2275,0.325720966
41,fixed,,new_injury_severity2,-0.020388346,0.007764101,-2.625976415,785.6156967,0.008808248,Right AOrG anterior orbital gyrus,0.359522962,0.057620182,-14034.44158,0.026742456
42,fixed,,new_injury_severity2,-0.01396323,0.006603099,-2.114647957,776.7966491,0.034777904,Left AOrG anterior orbital gyrus,0.362127894,0.049069274,-15190.98357,0.086971804
43,fixed,,new_injury_severity2,-0.083880406,0.044092162,-1.902388129,791.0581672,0.057483341,Right AnG angular gyrus,0.401845584,0.327265395,-1560.357449,0.133574006
44,fixed,,new_injury_severity2,-0.021862516,0.040270635,-0.542889784,766.6455427,0.587363482,Left AnG angular gyrus,0.38281737,0.298573233,-2956.637831,0.739608832
45,fixed,,new_injury_severity2,0.011804439,0.02584831,0.456681276,759.2886092,0.648030762,Right Calc calcarine cortex,0.45645774,0.19031363,-7236.01709,0.786099808
46,fixed,,new_injury_severity2,-0.063822716,0.028192045,-2.263855546,744.2544855,0.023870068,Left Calc calcarine cortex,0.504933172,0.206993488,-6719.399033,0.063443091
47,fixed,,new_injury_severity2,0.010071327,0.013813566,0.729089553,770.9150628,0.466168323,Right CO central operculum,0.289328174,0.102634602,-10870.71712,0.646218952
48,fixed,,new_injury_severity2,0.006025283,0.012691123,0.474763583,759.1482769,0.635092038,Left CO central operculum,0.243903383,0.094576201,-11872.75799,0.778374997
49,fixed,,new_injury_severity2,0.014607126,0.029923164,0.488154449,738.6876982,0.625585312,Right Cun cuneus,0.38472212,0.215727552,-7136.687978,0.770245928
50,fixed,,new_injury_severity2,-0.024045634,0.027984487,-0.859248706,727.3424079,0.390486412,Left Cun cuneus,0.387461347,0.205046286,-7880.230264,0.571339536
51,fixed,,new_injury_severity2,-0.000316,0.008145273,-0.038737009,872.8276422,0.969108924,Right Ent entorhinal area,0.183689978,0.062767237,-11714.88278,0.984238777
52,fixed,,new_injury_severity2,-0.007189025,0.007685453,-0.935406789,879.8429258,0.349835358,Left Ent entorhinal area,0.122906599,0.05965345,-12108.13064,0.528902708
53,fixed,,new_injury_severity2,-0.00131358,0.006892955,-0.190568505,792.0494588,0.8489125,Right FO frontal operculum,0.196055703,0.052084713,-15005.87587,0.910641294
54,fixed,,new_injury_severity2,-0.003981696,0.006339966,-0.628031162,754.9144096,0.530173463,Left FO frontal operculum,0.200041008,0.046963612,-16666.97826,0.694799453
55,fixed,,new_injury_severity2,-0.020062034,0.011067,-1.812779719,846.916859,0.070219741,Right FRP frontal pole,0.440408965,0.084429996,-10031.31333,0.157260925
56,fixed,,new_injury_severity2,0.010658028,0.009461242,1.12649351,868.8206357,0.260267729,Left FRP frontal pole,0.419178635,0.072594971,-10671.24305,0.427487751
57,fixed,,new_injury_severity2,0.036990627,0.033075218,1.11837894,747.1659424,0.263764626,Right FuG fusiform gyrus,0.378616821,0.245626021,-5501.936798,0.429719877
58,fixed,,new_injury_severity2,-0.008506678,0.031366591,-0.271201853,748.2121999,0.786310592,Left FuG fusiform gyrus,0.413903599,0.230579504,-5996.174088,0.876221366
59,fixed,,new_injury_severity2,-0.003778542,0.012718567,-0.297088665,798.4395143,0.766476089,Right GRe gyrus rectus,0.298775797,0.095724823,-10354.20386,0.864301228
60,fixed,,new_injury_severity2,0.002460925,0.011658443,0.211085257,801.3271987,0.832874412,Left GRe gyrus rectus,0.353521527,0.087883443,-10732.39901,0.901380383
61,fixed,,new_injury_severity2,-0.019759386,0.030910582,-0.639243435,754.3431152,0.522858641,Right IOG inferior occipital gyrus,0.372931791,0.226385449,-5386.55224,0.689405423
62,fixed,,new_injury_severity2,-0.051774748,0.032850059,-1.576093016,758.0447584,0.115421582,Left IOG inferior occipital gyrus,0.38336643,0.239882944,-5331.999547,0.234934055
63,fixed,,new_injury_severity2,-0.009975453,0.048260176,-0.206701551,788.8393162,0.836296287,Right ITG inferior temporal gyrus,0.425734434,0.361115716,-1129.319278,0.903442212
64,fixed,,new_injury_severity2,-0.042584722,0.047756219,-0.891710488,777.4929587,0.372824007,Left ITG inferior temporal gyrus,0.403715115,0.354916353,-1426.554144,0.551518863
65,fixed,,new_injury_severity2,0.035083379,0.043588319,0.804880292,732.8139864,0.421149816,Right LiG lingual gyrus,0.494452757,0.319617145,-4436.079816,0.600895213
66,fixed,,new_injury_severity2,-0.065311903,0.042728966,-1.528515878,696.7794432,0.12683832,Left LiG lingual gyrus,0.48398369,0.309631156,-4605.180219,0.253361513
67,fixed,,new_injury_severity2,-0.02057802,0.008216017,-2.504622301,798.9692588,0.012456354,Right LOrG lateral orbital gyrus,0.360295814,0.061192653,-13197.72719,0.036376191
68,fixed,,new_injury_severity2,-0.012409014,0.008030157,-1.545301484,781.8024289,0.122678026,Left LOrG lateral orbital gyrus,0.394800798,0.059364746,-13550.73237,0.246891446
69,fixed,,new_injury_severity2,-0.009693736,0.013954326,-0.694676096,729.2968193,0.487479557,Right MCgG middle cingulate gyrus,0.347805586,0.099940941,-12093.72979,0.662609575
70,fixed,,new_injury_severity2,-0.028635226,0.011765596,-2.433810044,749.9192132,0.015173329,Left MCgG middle cingulate gyrus,0.381734682,0.086774252,-12972.01174,0.042879989
71,fixed,,new_injury_severity2,-0.002219396,0.006303287,-0.352101353,761.611848,0.724859657,Right MFC medial frontal cortex,0.316758411,0.04689437,-16204.99708,0.836136534
72,fixed,,new_injury_severity2,0.010449282,0.007453793,1.401874395,753.4239613,0.161364593,Left MFC medial frontal cortex,0.212778489,0.054643783,-15519.20545,0.30490513
73,fixed,,new_injury_severity2,-0.147317749,0.071638244,-2.056412075,777.5946562,0.040076014,Right MFG middle frontal gyrus,0.534355182,0.532065297,1546.033627,0.098235108
74,fixed,,new_injury_severity2,-0.032622524,0.076418064,-0.426895446,766.533356,0.669575356,Left MFG middle frontal gyrus,0.492958989,0.564794355,1671.379999,0.798129853
75,fixed,,new_injury_severity2,-0.019994451,0.026795995,-0.74617312,751.7120655,0.455796123,Right MOG middle occipital gyrus,0.293981229,0.196178957,-6651.488363,0.635663631
76,fixed,,new_injury_severity2,-0.036701241,0.028582042,-1.284066448,751.1312576,0.199514633,Left MOG middle occipital gyrus,0.33142642,0.210992466,-5863.562721,0.356510674
77,fixed,,new_injury_severity2,0.021766722,0.016937153,1.285146468,781.722856,0.199121734,Right MOrG medial orbital gyrus,0.347331105,0.125055257,-8919.813619,0.356510674
78,fixed,,new_injury_severity2,0.016987005,0.016452289,1.032501,789.0468576,0.302153837,Left MOrG medial orbital gyrus,0.370661719,0.122667667,-8790.882379,0.476336637
79,fixed,,new_injury_severity2,-0.009853331,0.008240339,-1.195743465,750.4021728,0.232174397,Right MPoG postcentral gyrus medial segment,0.217339075,0.061359744,-15328.07088,0.397166415
80,fixed,,new_injury_severity2,0.002129852,0.007452816,0.28577818,750.5053307,0.775126878,Left MPoG postcentral gyrus medial segment,0.1993307,0.054730894,-15778.16422,0.8696534
81,fixed,,new_injury_severity2,0.00091,0.015861397,0.057359002,752.9127935,0.954274439,Right MPrG precentral gyrus medial segment,0.415700843,0.118150089,-10783.64976,0.974108579
82,fixed,,new_injury_severity2,-0.014482155,0.016100682,-0.89947464,742.8674405,0.368691366,Left MPrG precentral gyrus medial segment,0.420712153,0.118257528,-10665.28314,0.5479258
83,fixed,,new_injury_severity2,-0.016644611,0.022465414,-0.740899345,736.6800466,0.458990562,Right MSFG superior frontal gyrus medial segment,0.446966161,0.165141918,-7754.571102,0.639469644
84,fixed,,new_injury_severity2,0.013045664,0.018916326,0.689651038,755.9274813,0.490625312,Left MSFG superior frontal gyrus medial segment,0.413689626,0.138472712,-8681.002046,0.665198568
85,fixed,,new_injury_severity2,-0.08654026,0.051275096,-1.687763977,763.6628222,0.091864868,Right MTG middle temporal gyrus,0.416736576,0.381543116,-1155.182525,0.195136998
86,fixed,,new_injury_severity2,-0.087778408,0.050194185,-1.748776444,758.7913027,0.080734018,Left MTG middle temporal gyrus,0.409229172,0.370412114,-1122.601243,0.174959975
87,fixed,,new_injury_severity2,-0.050512533,0.027090022,-1.86461767,789.9499064,0.062605667,Right OCP occipital pole,0.308891636,0.200937423,-5438.277674,0.142189143
88,fixed,,new_injury_severity2,-0.092882427,0.030852901,-3.010492553,784.8496965,0.002691826,Left OCP occipital pole,0.314441984,0.229145195,-4689.098506,0.009093394
89,fixed,,new_injury_severity2,-0.053362279,0.027566588,-1.935759314,749.9473371,0.053272712,Right OFuG occipital fusiform gyrus,0.445207534,0.199674774,-7023.596048,0.125237603
90,fixed,,new_injury_severity2,-0.064056628,0.029049267,-2.205103078,756.3395349,0.027747067,Left OFuG occipital fusiform gyrus,0.438430765,0.213179295,-6415.894264,0.071616827
91,fixed,,new_injury_severity2,-0.006475785,0.018700141,-0.346296058,749.9188111,0.729217367,Right OpIFG opercular part of the inferior frontal gyrus,0.213893032,0.138929369,-9256.068349,0.838756456
92,fixed,,new_injury_severity2,0.015276894,0.017438656,0.876036194,744.674018,0.381292846,Left OpIFG opercular part of the inferior frontal gyrus,0.177054393,0.129639784,-9688.884185,0.561940464
93,fixed,,new_injury_severity2,-0.003775353,0.006583518,-0.573455253,758.9217076,0.566506373,Right OrIFG orbital part of the inferior frontal gyrus,0.19156987,0.04801392,-16692.76657,0.725272491
94,fixed,,new_injury_severity2,-0.007867102,0.007634622,-1.030450729,750.8055158,0.303130297,Left OrIFG orbital part of the inferior frontal gyrus,0.142337487,0.056091679,-15432.4292,0.477052394
95,fixed,,new_injury_severity2,-0.013539176,0.01224416,-1.10576602,748.9835287,0.269182858,Right PCgG posterior cingulate gyrus,0.439373671,0.089294334,-12273.37932,0.436777029
96,fixed,,new_injury_severity2,-0.015276036,0.012808626,-1.192636653,747.6412024,0.233390073,Left PCgG posterior cingulate gyrus,0.454922599,0.093988272,-11930.65777,0.397554277
97,fixed,,new_injury_severity2,-0.045294145,0.045901966,-0.986758297,749.3847543,0.324079627,Right PCu precuneus,0.433263824,0.338882268,-2973.222638,0.502305138
98,fixed,,new_injury_severity2,-0.048493664,0.045019554,-1.077168922,747.1735414,0.281752462,Left PCu precuneus,0.454571587,0.331873913,-3228.772343,0.453057959
99,fixed,,new_injury_severity2,0.002100178,0.010434051,0.201281183,781.3584702,0.840531101,Right PHG parahippocampal gyrus,0.296014293,0.077578846,-12444.2374,0.905273952
100,fixed,,new_injury_severity2,0.008117052,0.01165827,0.696248378,773.7674017,0.486482379,Left PHG parahippocampal gyrus,0.252405781,0.086082579,-11920.34209,0.661813592
101,fixed,,new_injury_severity2,-0.00256585,0.004632841,-0.553839485,811.5987415,0.579841255,Right PIns posterior insula,0.258553782,0.03511537,-17252.29529,0.732989977
102,fixed,,new_injury_severity2,-0.0019812,0.004012869,-0.493711522,789.7896118,0.621647192,Left PIns posterior insula,0.253133428,0.030072872,-18863.96825,0.766639981
103,fixed,,new_injury_severity2,0.00346052,0.009614614,0.359922919,747.3047802,0.719006469,Right PO parietal operculum,0.197521786,0.071893073,-14372.382,0.830972335
104,fixed,,new_injury_severity2,-0.008010076,0.011880421,-0.674224939,737.0738551,0.50037971,Left PO parietal operculum,0.21330151,0.087464229,-13256.06271,0.672602532
105,fixed,,new_injury_severity2,-0.180159933,0.057791675,-3.117402894,759.5206104,0.001893305,Right PoG postcentral gyrus,0.488834254,0.426174329,-810.3440168,0.00656128
106,fixed,,new_injury_severity2,-0.16536274,0.057083117,-2.896876488,765.9995174,0.003876417,Left PoG postcentral gyrus,0.521735221,0.420520128,-750.0165281,0.012746991
107,fixed,,new_injury_severity2,0.001191841,0.011466662,0.103939649,797.8030981,0.917243365,Right POrG posterior orbital gyrus,0.231731467,0.086637726,-11155.02319,0.954028028
108,fixed,,new_injury_severity2,0.000221,0.013007054,0.017009449,780.6059055,0.986433424,Left POrG posterior orbital gyrus,0.228317606,0.096572875,-10811.27571,0.992606349
109,fixed,,new_injury_severity2,-0.000147,0.005021237,-0.029277688,827.4636329,0.976650182,Right PP planum polare,0.187659252,0.038023549,-16199.76958,0.98708579
110,fixed,,new_injury_severity2,-0.000227,0.006067775,-0.037339216,790.2526591,0.970223967,Left PP planum polare,0.163899969,0.044766988,-15629.23542,0.984238777
111,fixed,,new_injury_severity2,-0.135816769,0.069604144,-1.951274192,760.837181,0.051391085,Right PrG precentral gyrus,0.527135931,0.515627797,485.4850206,0.121703776
112,fixed,,new_injury_severity2,-0.105466657,0.068242169,-1.545476333,768.5087302,0.122642758,Left PrG precentral gyrus,0.535341061,0.508022963,521.4716691,0.246891446
113,fixed,,new_injury_severity2,-0.00642206,0.009624332,-0.66727329,768.5178637,0.504797886,Right PT planum temporale,0.181076647,0.070181366,-13196.0066,0.674742312
114,fixed,,new_injury_severity2,-0.009006446,0.010208733,-0.882229578,755.3637384,0.377933326,Left PT planum temporale,0.178650585,0.07464033,-13831.53348,0.557538338
115,fixed,,new_injury_severity2,-0.002073308,0.006005813,-0.345216952,832.5705599,0.730018472,Right SCA subcallosal area,0.210738638,0.046126125,-14676.27097,0.838801444
116,fixed,,new_injury_severity2,-0.006729888,0.005138258,-1.309760556,864.9138701,0.19062463,Left SCA subcallosal area,0.304679375,0.040178191,-15133.11532,0.34518514
117,fixed,,new_injury_severity2,-0.104720347,0.06010275,-1.742355318,774.2114802,0.081843369,Right SFG superior frontal gyrus,0.432952868,0.449961623,237.9399414,0.176887281
118,fixed,,new_injury_severity2,-0.051563374,0.057400446,-0.898309634,783.2319851,0.36929656,Left SFG superior frontal gyrus,0.454929475,0.429531282,177.7125222,0.548318438
119,fixed,,new_injury_severity2,-0.013173995,0.024854522,-0.53004421,750.0049205,0.596238156,Right SMC supplementary motor cortex,0.350554046,0.182852913,-7323.764699,0.747231593
120,fixed,,new_injury_severity2,-0.020411822,0.024656062,-0.827862208,748.9928413,0.408012236,Left SMC supplementary motor cortex,0.418566362,0.182027747,-7078.448028,0.588485963
121,fixed,,new_injury_severity2,0.008766761,0.036984105,0.237041313,776.8733347,0.812687232,Right SMG supramarginal gyrus,0.333150682,0.277186878,-3419.905866,0.891499109
122,fixed,,new_injury_severity2,-0.082718207,0.040487266,-2.043067245,767.2364927,0.041386974,Left SMG supramarginal gyrus,0.344656494,0.302116249,-2918.126248,0.100986729
123,fixed,,new_injury_severity2,-0.04068112,0.024874473,-1.635456548,757.926622,0.102368569,Right SOG superior occipital gyrus,0.253840861,0.181509545,-7204.817826,0.213777478
124,fixed,,new_injury_severity2,-0.056477266,0.025072517,-2.252556669,752.885097,0.024574338,Left SOG superior occipital gyrus,0.234507283,0.184007554,-7571.417854,0.064567867
125,fixed,,new_injury_severity2,-0.007741375,0.050904187,-0.152077377,779.2335116,0.879165273,Right SPL superior parietal lobule,0.381305959,0.376295804,-1152.014915,0.931289696
126,fixed,,new_injury_severity2,-0.10557826,0.05583456,-1.890912376,775.5606078,0.059008514,Left SPL superior parietal lobule,0.372319054,0.412583998,-743.0952077,0.135939385
127,fixed,,new_injury_severity2,-0.009545502,0.027861283,-0.342608137,773.2081346,0.731986394,Right STG superior temporal gyrus,0.312153719,0.205578133,-5422.020307,0.839800874
128,fixed,,new_injury_severity2,-0.024479484,0.029085639,-0.841634733,759.3919541,0.400257397,Left STG superior temporal gyrus,0.342210462,0.217003917,-5400.889345,0.579832337
129,fixed,,new_injury_severity2,-0.041482957,0.027399263,-1.51401727,818.3131346,0.130407583,Right TMP temporal pole,0.363450413,0.207078899,-4444.201787,0.259203207
130,fixed,,new_injury_severity2,-0.04056162,0.030336245,-1.337067907,792.5882835,0.181584085,Left TMP temporal pole,0.325871227,0.228352053,-4312.049213,0.332938665
131,fixed,,new_injury_severity2,-0.037398354,0.018019999,-2.07538048,757.9974231,0.038287999,Right TrIFG triangular part of the inferior frontal gyrus,0.283271017,0.134635068,-9451.48214,0.094864565
132,fixed,,new_injury_severity2,0.006093585,0.017441887,0.349365005,754.6489516,0.726912766,Left TrIFG triangular part of the inferior frontal gyrus,0.262427183,0.128260221,-8866.496657,0.83730353
133,fixed,,new_injury_severity2,0.002738703,0.00990217,0.276576067,762.4285149,0.782180603,Right TTG transverse temporal gyrus,0.155179336,0.072814758,-13900.10197,0.873435006
134,fixed,,new_injury_severity2,0.000993,0.013559702,0.073229258,746.2692836,0.941643307,Left TTG transverse temporal gyrus,0.158755822,0.098052108,-13087.61094,0.966898108
