ID,effect,group,term,estimate,std.error,statistic,df,p.value,Outcome_Variable,Avg_R_squared,Avg_RMSE,BIC,p.value.adjusted
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
107,fixed,,new_injury_severity2,0.001191841,0.011466662,0.103939649,797.8030981,0.917243365,Right POrG posterior orbital gyrus,0.231731467,0.086637726,-11155.02319,0.954028028
108,fixed,,new_injury_severity2,0.000221,0.013007054,0.017009449,780.6059055,0.986433424,Left POrG posterior orbital gyrus,0.228317606,0.096572875,-10811.27571,0.992606349
109,fixed,,new_injury_severity2,-0.000147,0.005021237,-0.029277688,827.4636329,0.976650182,Right PP planum polare,0.187659252,0.038023549,-16199.76958,0.98708579
110,fixed,,new_injury_severity2,-0.000227,0.006067775,-0.037339216,790.2526591,0.970223967,Left PP planum polare,0.163899969,0.044766988,-15629.23542,0.984238777
111,fixed,,new_injury_severity2,-0.135816769,0.069604144,-1.951274192,760.837181,0.051391085,Right PrG precentral gyrus,0.527135931,0.515627797,485.4850206,0.121703776
112,fixed,,new_injury_severity2,-0.105466657,0.068242169,-1.545476333,768.5087302,0.122642758,Left PrG precentral gyrus,0.535341061,0.508022963,521.4716691,0.246891446
113,fixed,,new_injury_severity2,-0.00642206,0.009624332,-0.66727329,768.5178637,0.504797886,Right PT planum temporale,0.181076647,0.070181366,-13196.0066,0.674742312
114,fixed,,new_injury_severity2,-0.009006446,0.010208733,-0.882229578,755.3637384,0.377933326,Left PT planum temporale,0.178650585,0.07464033,-13831.53348,0.557538338
115,fixed,,new_injury_severity2,-0.002073308,0.006005813,-0.345216952,832.5705599,0.730018472,Right SCA subcallosal area,0.210738638,0.046126125,-14676.27097,0.838801444
116,fixed,,new_injury_severity2,-0.006729888,0.005138258,-1.309760556,864.9138701,0.19062463,Left SCA subcallosal area,0.304679375,0.040178191,-15133.11532,0.34518514
117,fixed,,new_injury_severity2,-0.104720347,0.06010275,-1.742355318,774.2114802,0.081843369,Right SFG superior frontal gyrus,0.432952868,0.449961623,237.9399414,0.176887281
118,fixed,,new_injury_severity2,-0.051563374,0.057400446,-0.898309634,783.2319851,0.36929656,Left SFG superior frontal gyrus,0.454929475,0.429531282,177.7125222,0.548318438
119,fixed,,new_injury_severity2,-0.013173995,0.024854522,-0.53004421,750.0049205,0.596238156,Right SMC supplementary motor cortex,0.350554046,0.182852913,-7323.764699,0.747231593
120,fixed,,new_injury_severity2,-0.020411822,0.024656062,-0.827862208,748.9928413,0.408012236,Left SMC supplementary motor cortex,0.418566362,0.182027747,-7078.448028,0.588485963
121,fixed,,new_injury_severity2,0.008766761,0.036984105,0.237041313,776.8733347,0.812687232,Right SMG supramarginal gyrus,0.333150682,0.277186878,-3419.905866,0.891499109
122,fixed,,new_injury_severity2,-0.082718207,0.040487266,-2.043067245,767.2364927,0.041386974,Left SMG supramarginal gyrus,0.344656494,0.302116249,-2918.126248,0.100986729
123,fixed,,new_injury_severity2,-0.04068112,0.024874473,-1.635456548,757.926622,0.102368569,Right SOG superior occipital gyrus,0.253840861,0.181509545,-7204.817826,0.213777478
124,fixed,,new_injury_severity2,-0.056477266,0.025072517,-2.252556669,752.885097,0.024574338,Left SOG superior occipital gyrus,0.234507283,0.184007554,-7571.417854,0.064567867
125,fixed,,new_injury_severity2,-0.007741375,0.050904187,-0.152077377,779.2335116,0.879165273,Right SPL superior parietal lobule,0.381305959,0.376295804,-1152.014915,0.931289696
126,fixed,,new_injury_severity2,-0.10557826,0.05583456,-1.890912376,775.5606078,0.059008514,Left SPL superior parietal lobule,0.372319054,0.412583998,-743.0952077,0.135939385
127,fixed,,new_injury_severity2,-0.009545502,0.027861283,-0.342608137,773.2081346,0.731986394,Right STG superior temporal gyrus,0.312153719,0.205578133,-5422.020307,0.839800874
128,fixed,,new_injury_severity2,-0.024479484,0.029085639,-0.841634733,759.3919541,0.400257397,Left STG superior temporal gyrus,0.342210462,0.217003917,-5400.889345,0.579832337
129,fixed,,new_injury_severity2,-0.041482957,0.027399263,-1.51401727,818.3131346,0.130407583,Right TMP temporal pole,0.363450413,0.207078899,-4444.201787,0.259203207
130,fixed,,new_injury_severity2,-0.04056162,0.030336245,-1.337067907,792.5882835,0.181584085,Left TMP temporal pole,0.325871227,0.228352053,-4312.049213,0.332938665
131,fixed,,new_injury_severity2,-0.037398354,0.018019999,-2.07538048,757.9974231,0.038287999,Right TrIFG triangular part of the inferior frontal gyrus,0.283271017,0.134635068,-9451.48214,0.094864565
132,fixed,,new_injury_severity2,0.006093585,0.017441887,0.349365005,754.6489516,0.726912766,Left TrIFG triangular part of the inferior frontal gyrus,0.262427183,0.128260221,-8866.496657,0.83730353
133,fixed,,new_injury_severity2,0.002738703,0.00990217,0.276576067,762.4285149,0.782180603,Right TTG transverse temporal gyrus,0.155179336,0.072814758,-13900.10197,0.873435006
134,fixed,,new_injury_severity2,0.000993,0.013559702,0.073229258,746.2692836,0.941643307,Left TTG transverse temporal gyrus,0.158755822,0.098052108,-13087.61094,0.966898108
