ID,effect,group,term,estimate,std.error,statistic,df,p.value,Outcome_Variable,Avg_R_squared,Avg_RMSE,BIC,p.value.adjusted
97,fixed,,new_injury_severity2,-0.161654693,0.055554947,-2.90981635,756.0492313,0.003722587,Right PCu precuneus,0.169708258,0.409285482,-1800.449385,0.013184845
98,fixed,,new_injury_severity2,-0.157517381,0.055323816,-2.847189367,753.8128316,0.004530649,Left PCu precuneus,0.176105042,0.406450673,-2076.621402,0.015701042
105,fixed,,new_injury_severity2,-0.382379816,0.07384941,-5.177831658,766.0066035,2.87E-07,Right PoG postcentral gyrus,0.135307832,0.551654898,815.4760093,1.49E-06
106,fixed,,new_injury_severity2,-0.39449606,0.074725716,-5.27925433,769.867411,1.69E-07,Left PoG postcentral gyrus,0.161490912,0.555916054,1142.949135,8.87E-07
111,fixed,,new_injury_severity2,-0.414285901,0.091527599,-4.526349462,767.7977532,6.95E-06,Right PrG precentral gyrus,0.149353877,0.686935672,2447.559783,3.35E-05
112,fixed,,new_injury_severity2,-0.419313843,0.089727117,-4.673212016,777.5324847,3.49E-06,Left PrG precentral gyrus,0.163411925,0.679667819,2766.983083,1.71E-05
114,fixed,,new_injury_severity2,-0.026135289,0.010768665,-2.426975837,756.013502,0.015457958,Left PT planum temporale,0.082053976,0.078859005,-13303.35731,0.047345516
117,fixed,,new_injury_severity2,-0.233089601,0.073168342,-3.185661908,768.3540301,0.001502576,Right SFG superior frontal gyrus,0.164270249,0.545297894,920.1152206,0.005766448
118,fixed,,new_injury_severity2,-0.186639755,0.071215204,-2.620785245,770.3678056,0.008945662,Left SFG superior frontal gyrus,0.165941629,0.530326768,931.2430793,0.028942906
119,fixed,,new_injury_severity2,-0.078878856,0.029229033,-2.698647435,758.6911028,0.007117021,Right SMC supplementary motor cortex,0.091594859,0.215777343,-6137.389956,0.023517028
120,fixed,,new_injury_severity2,-0.091576151,0.02998051,-3.054522785,761.3499031,0.002332786,Left SMC supplementary motor cortex,0.122211943,0.222639639,-5794.249973,0.008643133
122,fixed,,new_injury_severity2,-0.142120054,0.045829224,-3.101079213,765.982623,0.001998845,Left SMG supramarginal gyrus,0.163245091,0.340847377,-2540.244024,0.007527268
123,fixed,,new_injury_severity2,-0.10264078,0.026988965,-3.803064703,764.4420459,0.000154314,Right SOG superior occipital gyrus,0.108883474,0.198392535,-6244.661818,0.000667034
124,fixed,,new_injury_severity2,-0.114261806,0.027110428,-4.214680953,759.1122425,2.80E-05,Left SOG superior occipital gyrus,0.095722518,0.200114128,-6636.229774,0.000129491
126,fixed,,new_injury_severity2,-0.234453749,0.065070732,-3.603059965,766.5741983,0.000334792,Left SPL superior parietal lobule,0.141440804,0.482442212,47.05861157,0.001394679
131,fixed,,new_injury_severity2,-0.05874732,0.019586441,-2.999387219,757.2045075,0.002793897,Right TrIFG triangular part of the inferior frontal gyrus,0.156121798,0.145864109,-9121.666572,0.010095698
